group_id,title,url,visibility,members_k,members,desc,post,city,state_code,state_name,latitude,longitude
"454757568059266",Buzzards Bay Boaters,https://www.facebook.com/groups/454757568059266/,Private,3.8K,3800.0,"Welcome to Buzzards Bay Boaters. a virtual yacht club for boaters in Buzzards Bay. MA. USA. to share knowledge and experiences. and to plan gatherings on and off the water. We'd love to connect with other boaters who enjoy all that is unique about the Bay. Buzzards Bay Boaters welcomes members with all types of boats - power. sail. paddle - large or small. Please share your photos. stories. and questions with the group.",2 posts a day,Buzzards Bay,MA,Massachusetts,41.752918,-70.593168
"428672857540210",Newbury (Byfield) News,https://www.facebook.com/groups/428672857540210/,Private,3K,3000.0,"Local news and happenings. Newbury and Byfield. MA.",4 recent anonymous posts,Byfield,MA,Massachusetts,42.756792,-70.935053
"156925434372973",Kids who grew up in North Cambridge,https://www.facebook.com/groups/156925434372973/,Private,3.2K,3200.0,"Kids Who Grew Up In North Cambridge was created for those of us who grew up playing in the streets of N. Cambridge in the 1920's. 30's. 40's. 50's. 60's and 1970's.. Hopefully you can share a story. answer a question. ask a question. maybe even get re- aquainted with some old neighbors and friends. This is a friendly forum void of insults. aggression's and over all nastiness. So come take a walk up Rindge Ave. past Jerry's Pit and pull a stool up at Big Burger or Kelly's or Babo's and lets talk about the good ole days!",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"7149007138",ManRay Meet Up Group,https://www.facebook.com/groups/7149007138/,Private,3K,3000.0,"ManRay Nightclub IS BACK! Please like their official page here: https://www.facebook.com/manrayclub This group is for all the rivets. goths. punks. hipsters. freaks and geeks. queens. butches. femmes. transfolx. doms. subs. kinky-ass mofos and vanilla types. All genders. orientations. creeds. colors & persuasions welcome. be you Boomer. Zoomer or Doomer. The 80's lovin'. hard dancin'. heavy drinkin'. latex loving. corset wearing. spikes and chains flashin'. eye liner wearin'. pretty pretty pretty boys and girls that love Manray and want to see if they can find that special someone they made out with in the (hallway/phone booth/back room/DJ booth) that one night. Feel free to use this group to plan to meet people. post pictures or videos of yourself and friends having fun. etc... anything that is related to Manray Nightclub is allowed here. Note: Please respect others both in-person and virtually - otherwise you will be kicked out of this group and/or the club. Please respect this group and do not spam it with posts about anything not specifically about Manray - that means do not post about your band (unless you are playing at Manray). your event (unless it;'s at Manray). your business opportunities. crypto tips. NONE of those! This is to make it easy for members to read and find what really matters...thank you for your cooperation.",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"26423829097",MIT Spouses & Partners Connect,https://www.facebook.com/groups/26423829097/,Private,2.2K,2200.0,"You must be a member of MIT Spouses & Partners Connect to access this Facebook group. To become a member. please complete the membership form at: http://spouses.mit.edu/join/subscribe. Then request to join this Facebook Group. You MUST answer the membership request questions in order to be accepted into the group. We are a dedicated network for the significant others of MIT students. postdocs. staff and faculty who have relocated to the Boston area. We organize activities that help you meet people. discover work and career opportunities. improve your English. share experiences and passions. and get information about living and parenting in Boston. Learn more at http://spouses.mit.edu or email spousesandpartners@mit.edu with questions. For promoting sale items please join our classifieds group https://www.facebook.com/groups/572377646235440/ . We will not approve comments about sale items in this group. We will allow self-promotion of your business once a month only. We look forward to meeting you. Please feel free to introduce yourself once you are accepted into the group.",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"654005088737322",NVLD Pioneers,https://www.facebook.com/groups/654005088737322/,Private,1.3K,1300.0,"Welcome Pioneers! We are all pioneers forging new territory with NVLD. finding our way. a different way. Not better or worse. just different. This is a safe space for all to celebrate our talents. uniqueness. struggles while supporting each other.",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"228970877129870",Newtowne Court & Washington Elms: NTC & WE Back In The Day,https://www.facebook.com/groups/228970877129870/,Private,1K,1000.0,"PLEASE NOTE TO ENTER THIS GROUP PAGE YOU WILL BE REQUIRED TO /MUST ANSWER ALL 3 QUESTIONS BEFORE RECEIVING ENTRY APPROVAL. *NEWTOWNE COURT & WASHINGTON ELMS* Located between Central And Kendall Sq; bordered by Harvard. Windsor. Washington. and Cardinal Medeiros Ave. Established: NTC - January 1938; WE - April 1942 Today Newtowne Court (NTC) & Washington Elms (WE) are not like how back in the day was when we had lots of fun and made the best of what we had. Many of us have left the area but still remember where we come from. This page is dedicated to all of us who lived within these housing developments and the friends who surrounded us on the adjacent streets -- we survived each day. seen good times and bad times. got through it all. and cherished the memories! Life as we knew. lived and breathed - welcome to The Port 02139! Want to know when we launch the website? Want to receive a Reunion Block Party invite? Subscribe by entering your full contact information at http://www.theport02139.weebly.com. ~Kim A Woodruff Facebook Group Page Creator NTC & WE Website powered by Simply K.I.M. Inc.",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"291691788090241",Queer Polyam Boston,https://www.facebook.com/groups/291691788090241/,Private,1K,1000.0,"queer and poly identifying people who want to discuss topics pertaining to both identities and organize events and meetups for the specific intersection of said identities.",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"2687002381542446",Camberville Childcare Connect,https://www.facebook.com/groups/2687002381542446/,Private,11K,11000.0,"A group for families to connect with nannies and babysitters in the Cambridge/Somerville area.",4 recent anonymous posts,Cambridge,MA,Massachusetts,42.377045,-71.125611
"215037661881263",You know you are from Cambridge$ MA if.......,https://www.facebook.com/groups/215037661881263/,Private,1.3K,1300.0,"For anything Cambridge. this is the place to be! Whether it's an old memory of CRLS. Angelos. or Elmo. share it for old time CMB sake.",2 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"bostonmais2",CLASSIFICADOS - MAIS USA MASSACHUSETTS,https://www.facebook.com/groups/bostonmais2/,Private,20K,20000.0,"O grupo Classificados - MAIS USA Massachusetts é uma extensão do site https://bostonmais.com/. com essa ferramenta podemos facilitar a procura de empregos. aluguéis e classificados. Pedimos que todos tenham bom senso ao fazer seus posts. Acesse site para dicas de imigração e vida na América.",10+ posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"craigslistmassachusetts",Craigslist Massachusetts MA,https://www.facebook.com/groups/craigslistmassachusetts/,Private,5.5K,5500.0,"This is the best public group. where you can promote. publish. sell or buy what you have in mind. You can also post job or service offers to have a better movement in the community. . . . . Please do not post misleading advertising or spam. . . . . #Massachusetts #Massachusettsjobs #Massachusettsrent #Massachusettscraigslist #Massachusettswork #Massachusettscar #Massachusettshouse #Massachusettsapartment #Massachusettstaxy #Massachusettspeople #Massachusettsgroups : . . . . #USA #Alabama #Arizona #Arkansas #California #CarolinadelNorte #CarolinadelSur #Colorado #Connecticut #DakotadelNorte #DakotadelSur #Delaware #Florida #Georgia #Hawái #Idaho #Illinois #Indiana #Iowa #Kansas #Kentucky #Luisiana #Maine #Maryland #Massachusetts #Michigan #Minnesota #Misisipí #Misuri #Montana #Nebraska #Nevada #NuevaJersey #NuevaYork #NuevoHampshire #NuevoMéxico #Ohio #Oklahoma #Oregón #Pensilvania #RhodeIsland #Tennessee #Texas #Utah #Vermont #Virginia #VirginiaOccidental #Washington #Wisconsin #Wyoming",10 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"476638806418590",Buy Nothing Cambridge (#2)$ MA,https://www.facebook.com/groups/476638806418590/,Private,3.8K,3800.0,"Buy Nothing. Give Freely. Share creatively. Follow us at https://www.facebook.com/BuyNothingProject/ We offer members a way to give and receive. share. lend. and express gratitude through a worldwide network of micro-local gift economies in which the true wealth is the web of connections formed between people who are real-life neighbors. Post anything you'd like to give away. lend. or share in this Buy Nothing community group. Ask for anything you'd like to receive for free or borrow. Keep it legal. Keep it civil. If you live here. we’d love to have you join us! You can join one group only. the group where you live. so you can literally 'give where you live.' This is what builds community. In this group there is no buying or selling. no trades or bartering. no soliciting for cash. We're an adult-only. hyper-local gift economy. We are not a charity or community bulletin board. Please check for a message from an admin via Facebook messenger to clarify and confirm that you meet our membership criteria and to welcome you to the group. By joining this group. you agree to abide by our Mission and Rules. https://buynothingproject.org/the-fine-print-2/ Looking for an official group near you? Visit our Find A Group page for a list of all our hyper-local gift economies: http://buynothingproject.org/find-a-group/ Want to join the Buy Nothing Project network? Visit our Start A Group page to learn about how we set groups up: http://buynothingproject.org/start-a-group/ Learn more about the Buy Nothing Project at http://buynothingproject.org/ Have a concern about this group? Are you having trouble finding or being added to your local Buy Nothing group? We want to hear from you! Contact us here: https://tinyurl.com/member-relations This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License. https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode",10 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"546134393438554",Curb Alert Cambridge,https://www.facebook.com/groups/546134393438554/,Private,13K,13000.0,"This is a group for people to post curb finds and help each other.",1 recent anonymous post,Cambridge,MA,Massachusetts,42.377045,-71.125611
"ContractorsofMass",Contractors of Mass,https://www.facebook.com/groups/ContractorsofMass/,Private,9.4K,9400.0,"Contractors of Mass is THE Local Home Improvement Group. It is also a place to network. and get creative. Interior designers are also welcome and invited to share with us. Post DIY Questions. Network with Contractors. Share and Develop Your Ideas. Get Bids. Share Business Photos. Links and Videos to promote. Share Your Content Related Humor. Network as a commercial contractor or home builder and more. Please take the time to read the rules of the group. Contractors and Homeowners alike will find resources for an array of services provided by our Admins that are very useful and we encourage the interaction. For a current list check the resources announcement post at any time.",10 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"bostonmais",Boston Mais Jobs,https://www.facebook.com/groups/bostonmais/,Private,18K,18000.0,"O grupo Boston Mais Jobs é uma extensão do site https://bostonmais.com/. com essa ferramenta podemos facilitar a procura de empregos. aluguéis e classificados. Pedimos que todos tenham bom senso ao fazer seus posts. Acesse o site para dicas de imigração e vida na América.",21 recent anonymous posts,Cambridge,MA,Massachusetts,42.377045,-71.125611
"688123588533685",Buy Nothing Cambridge (#3)$ MA,https://www.facebook.com/groups/688123588533685/,Private,3.2K,3200.0,"To join us. click “Join Group” and answer the three membership questions. Contact local volunteer admin Mike Orr with any questions about membership in this Buy Nothing community group. Buy Nothing. Give Freely. Share creatively. Follow us at https://www.facebook.com/BuyNothingProject/ We offer members a way to give and receive. share. lend. and express gratitude through a worldwide network of hyper-local gift economies in which the true wealth is the web of connections formed between people who are real-life neighbors. Post anything you'd like to give away. lend. or share in this Buy Nothing community group. Ask for anything you'd like to receive for free or borrow. Abide by the Community Agreement. Keep it legal. Buy Nothing Cambridge #3 is for neighbors in Cambridge. MA. If you live here. we’d love to have you join us! You can join one group only. the group where you live so you can literally 'give where you live.' This is what builds community. In this group there is no buying or selling. no trades or bartering. no soliciting for cash. We're an adult-only. hyper-local gift economy. We are not a charity or community bulletin board. Please check for a message from an admin via Facebook messenger to clarify and confirm that you meet our membership criteria and to welcome you to the group. By joining this group. you agree to abide by our Mission and Rules. https://buynothingproject.org/the-fine-print-2/ Looking for an official group near you? Visit our Find A Group page for a list of all our hyper-local gift economies: https://buynothingproject.org/find-a-group/ Want to join the Buy Nothing Project network? Visit our Start A Group page to learn about how we set groups up: https://buynothingproject.org/start-a-group/ Have questions about how your group is run or need clarification about specific rules? Please read our Member Resources page: https://buynothingproject.org/member-resources/ Learn more about the Buy Nothing Project at http://buynothingproject.org/ This work is licensed under a Creative Commons License - Attribution-NonCommercial 4.0 International. https://creativecommons.org/licenses/by-nc/4.0/deed.en Global Standard BNProject rule set. no rules have been changed",2 recent anonymous posts,Cambridge,MA,Massachusetts,42.377045,-71.125611
"1459689787630811",Boston Moves Roommate Matching,https://www.facebook.com/groups/1459689787630811/,Private,19K,19000.0,"Looking for roommates? Or are you looking to post your room here for sublets? Boston Moves is a full-service real estate brokerage with listings all throughout the Boston area that offers free roommate matching. We partner with no fee buildings and help match you with the right roommate for you based on your specific criteria. Contact us to speak to a broker and start your search today!",10+ posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"2599144073743059",Cambridge - Boston Housing$ Rooms$ Apartments$ Sublets,https://www.facebook.com/groups/2599144073743059/,Private,14K,14000.0,"This group has been created to connect people looking for a house. apartment. or room in the Cambridge - Boston Area.",7 recent anonymous posts,Cambridge,MA,Massachusetts,42.377045,-71.125611
"parentsofcamberville2020",Parents of Camberville (2020 - 2023),https://www.facebook.com/groups/parentsofcamberville2020/,Private,1.1K,1100.0,"For parents of babies due/born between 2020 through 2023 from Cambridge and Somerville and the surrounding areas. Our purpose is to bring local parents together on general parenting topics and region specific topics. We are an offshoot of the Parents of Camberville group. with overlap with the Moms of Camberville groups. This group welcomes all genders. but we ask that you have experienced some of your journey in the Cambridge/Somerville area.",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"163450834021145",Boston-area Graduate/Undergraduate Housing,https://www.facebook.com/groups/163450834021145/,Private,4.7K,4700.0,"Post apartments. sublets. available units and rooms. This group is encouraged for residents and other students to find housing.",3 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"357257918257813",Greater Boston Christian Roommates Network,https://www.facebook.com/groups/357257918257813/,Private,2.1K,2100.0,"Hi all! I’ve created this group after realizing that there isn’t a FB group for people to specifically search for and post opportunities for Christian roommates/housing in the Greater Boston area. This group was created for Christians to share and connect on housing opportunities. For the quality of this group and irrelevant posts or comments that violate our community rules will not be tolerated. Share! Invite friends who could potentially be looking for housing/roommates. Now more than ever. we must unify and be there for one another. Best hopes! Fernanda Oliveira Costa",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"765730736813906",Boston University Off-Campus Housing,https://www.facebook.com/groups/765730736813906/,Private,19K,19000.0,"Follow us on Instagram @bostonmovesteam Check out our website https://www.bostonmovesre.com Hi all! We are Boston Moves Real Estate and this group is here to solve your apartment and room hunting needs in the greater Boston area! Check out the listings we post. and feel free to add your own! All we ask is that you follow basic code of conduct rules: No Harassing. Spamming. or. Trolling in the groups whether in your own post or in a comment of any post you see. Please only post content that pertains to renting a unit available in the area mentioned in the group's title. Enjoy and share our groups with friends! Feel free to dm or email us at manager@bostonmovesre.comus if you would like to be connected to a member of our team!",10 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"100205643500605",Berklee Off-Campus Housing,https://www.facebook.com/groups/100205643500605/,Private,12K,12000.0,"WeChat ID: WeAreBostonMoves Post here for finding roommates. summer Sub-letting. or to find a new place! www.bostonmovesre.com",10 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"massachusettsjobs",Massachusetts Jobs Hiring,https://www.facebook.com/groups/massachusettsjobs/,Private,10K,10000.0,"Massachusetts Jobs Network is a platform for employers and job seekers in Massachusetts to connect. Employers to add jobs while job seekers can search for jobs. APPLY TO Massachusetts JOBS NOW! Website: https://avacko.com POST Massachusetts JOBS FREE! Post Jobs for free at https://avacko.com LIKE OUR FACEBOOK PAGE! Like our Facebook Page: https://www.facebook.com/avacko If you are Hiring anywhere in Massachusetts Right Now. or know someone/company that is hiring. please share this on this wall and post for free on our website. If you are searching for a job. post on this wall and on the website and let recruiters/companies know. We provide Massachusetts job vacancies for part time. full time and contract workers. Job seekers can apply for positions only through our website. Find Your Massachusetts dream job by connecting with various employers hiring near where you live. Seach jobs in Boston. Brockton. Cambridge. Fall River. Lowell. New Bedford. Quincy. Springfield. Worcester and other cities in Massachusetts. RULES FOR GROUP POSTING Massachusetts Recruiters. Massachusetts HR departments. Massachusetts Job Seekers. etc. are all welcome. Post anything you want if it has to do with Massachusetts jobs! Visit our job website on https://avacko.com and post jobs and resumes FREE for maximum exposure ~No Direct Sales/multi-level marketing posts It will be deleted and you may be removed from the group! ~No “Private Message Me” posts…all posts must have the information there for all to see. This is for your safety. It will be deleted. and you may be removed from the group! ~No cursing or sexual. rude. crude or negative behavior- it will be deleted. and you may be deleted from the group! ~Off-topic posts may be deleted. Please keep the topic to job search and employment posts. #bostonjobs #brocktonjobs #cambridgejobs #fallriverjobs #lowelljobs #newbedfordjobs #quincyjobs #springfieldjobs #worcesterjobs",6 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"845829675554914",Aluguel de Quartos$ Casas e Apartamentos em Massachusetts,https://www.facebook.com/groups/845829675554914/,Private,4.8K,4800.0,"Espaço reservado para quem deseja alugar quartos. casas ou apartamentos. Outros anúncios não serão aceitos. É uma forma de atender a comunidade brasileira e aos turistas brasileiros que vivem em outros estados dos EUA. Brasil e outros Países. GRUPO RESERVADO AOS BRASILEIROS",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"HarvardExtensionSchool",Harvard Extension School,https://www.facebook.com/groups/HarvardExtensionSchool/,Private,1.3K,1300.0,"As Harvard University’s primary resource for continuing education for nearly a century. Harvard Extension School offers an open and comprehensive academic curriculum. with courses and programs to meet the interests and needs of a diverse public. Just like the school. this group welcomes all with open arms... http://extension.harvard.edu/",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"177690486028119",Gypsy Housing Boston,https://www.facebook.com/groups/177690486028119/,Private,1.8K,1800.0,"Follow us on Instagram @bostonmovesteam Check out our website https://www.bostonmovesre.com Hi all! We are Boston Moves Real Estate and this group is here to solve your apartment and room hunting needs in the greater Boston area! Check out the listings we post. and feel free to add your own! All we ask is that you follow basic code of conduct rules: No Harassing. Spamming. or. Trolling in the groups whether in your own post or in a comment of any post you see. Please only post content that pertains to renting a unit available in the area mentioned in the group's title. Enjoy and share our groups with friends! Feel free to dm or email us at mangager@bostonmovesre.comus if you would like to be connected to a member of our team!",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"605395526142051",CHLS$ CRLS and Rindge Tech School Group,https://www.facebook.com/groups/605395526142051/,Private,1.9K,1900.0,"Please share your experiences in high school. good. bad. whatever you want to share. If you have any pics you would like to share please do. I want this to be a fun place to be. Thank you all for joining this group. Please read the rules.",10 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"redvelvetsteppers",New England Red Velvet Steppers Dance Group,https://www.facebook.com/groups/redvelvetsteppers/,Private,1.7K,1700.0,"CLASSES OFFERED: ALL LEVELS DEWITT CENTER 122 DEWITT DRIVE BOSTON (ROXBURY). MA 02120 WEDNESDAYS: 6-8PM 2 HOUR CLASSES SUMMER HOURS BEGINNING IN JULY ARE 6-7PM FREE TO MADISON VILLAGE RESIDENTS $15.00 PER CLASS CALL KATHLEEN DAVIS 617-823-9079 HAROLD SEALLS 617-543-7760 Hello Dancers Red Velvet Steppers is a group of dancers of Chicago Style Steppin Dance primarily Boston. We share information of events. music. black business products. and personal experience in the culture!! WE HELP PROMOTE INDEPENDENT ARTIST AND THEIR MUSIC IN ADDITION TO BLACK BUSINESS AND COMMUNITY DEVELOPMENT! Feel free to share a new or old song that gets you dancing. your event. or share our events for others that may be in town or want to travel to Boston to attend!! In all fairness to the community do not use this page to promote an event or product that is not affiliated with the Steppin community. If it is not a Steppin event with guaranteed Steppin music then please make your advertising very clear!! THIS EVENT IS FOR PROMOTION OF THE DANCE...NOT A STEPPIN SET EXCLUSIVELY!! FEEL FREE TO POST ANY EVENT THAT YOU THINK THIS GROUP WOULD BE INTERESTED IN ATTENDING!! On the top of this timeline page is a 'pinned post' which means it stays there all month long so it doesn't get lost in all the other daily posts. Hit the bottom 'see more' of that post to get all the step activities or Steptivities that are scheduled. It folds up like a scroll and you have to hit 'See More' to see more!! Have a good day. Facebook only allows one pinned post so thats the solution to having to look for information through the entire news feed. On here you will get music to practice by or to add to your playlists if you would like!!",10 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"127724337865736",MOC+ Kids & Maternity Exchange,https://www.facebook.com/groups/127724337865736/,Private,6.3K,6300.0,"MOC+ Kids & Maternity Exchange (Formerly MOC Exchange) is a place for members of the Moms of Camberville community (as well as their parent-partners) to buy. sell. and exchange baby/toddler/kid/maternity/nursing items. If you are not yet involved with MOC. please read https://tinyurl.com/WeclometoMOC first. as you or your parent-partner needs to be in a numbered cohort group before joining here. Please be sure to review the group rules. Any posts in violation of these rules will be removed. Repeated violation of the rules will result in being removed from the group. Your admins are: Minhua Lee-Nurse. Alexis Orellana. Amy Navitsky. Sara Krakauer. and Christine Platzek. Please reach out to any or all of us if you have any questions. Thank you!",10+ posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"621499281608041",MOC+ Household Exchange,https://www.facebook.com/groups/621499281608041/,Private,2.9K,2900.0,"****************************************************** To join MOC+ Household Exchange someone in your household must belong to a core MOC group. ****************************************************** MOC+ Household Exchange (Formerly MOC Yard Sale) is a place for members of the Moms of Camberville community (as well as their parent-partners) to buy. sell. and exchange NON baby/toddler/kid/maternity/nursing items. If you are not yet involved with MOC. please read https://tinyurl.com/WeclometoMOC first. as you or your parent-partner needs to be in a numbered cohort group before joining here. *SELLER RULES* 1. Sell only NON baby/toddler/kid/maternity/nursing items. 2. Give this group exclusive access for 24 hours (cross-posting is OK after that). 3. Sell to the first commenter unless you specified a different method in your original post (i.e. random selection. preference to fastest pick up. etc.). Do not sell to anyone who has directly messaged without commenting on your item. 4. Do NOT re-negotiate the selling price once a buyer has commented on your item. 5. Do not resell MOC+ Household Exchange items for more than you paid. This is grounds for immediate removal from the group. 6. Include detailed information about your item and your location/zip code. - Clothing posts must be body neutral. - Mark your item as sold after the transaction. - This group is for general household sale items such as kitchen items. furniture. adult clothing. household items. electronics. etc. Please do not post baby/kid/maternity/nursing/parenting items here. Live animals. job/work/labor type posts and most real estate listings are also prohibited. Postings about subletting rentals will be allowed. *BUYER RULES* 1. First comment on an item if you are interested; do not just directly message the seller. 2. Only comment that you are interested if you are actually sure you want the item. 3. Be considerate and communicate clearly. Respond to correspondences prompty. 4. Arrange to pick up your items in a timely manner. 5. When you arrive to pick up. make sure to confirm that the item is in the expected condition. 6. Pay the agreed-upon price at or before the time of pick up. MOC Household Exchange has a zero-tolerance policy regarding under-payment or non-payment. If someone does not pay or underpays a seller. they will be removed from the group. *MEMBERSHIP RULES* 1. This group is for the use of all MOC cohort members (0-10) and their partners. To join MOC+ Household Exchange someone in your household must belong to a core MOC group. Please do not add people who are not in an MOC group or partnered with an MOC. 2. Your admins are busy moms just like many of you. We have a zero tolerance policy for any abusive behavior towards admins. 3. Please remember that this is a community group. Respect your neighbors and their time. Many thanks and happy B/S/T-ing! Your admins. Alexis Orellana and Minhua Lee-Nurse",10 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"364337036423",Donnelly Field$aka Cambridge Park$ Cambridge$ MA ~ Memories,https://www.facebook.com/groups/364337036423/,Private,1.2K,1200.0,"Sharing space for all those who hung out in Donnelly Field/Cambridge Park. in the 1950s. 1960s & 1970s or lived in and around the Donnelly Field Neighborhood during that time... FYI ~No adverts/solicitations/or inappropriate posts will be tolerated. No politics or any negativity.",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"BazardeBostonAjuda",Bazar Boston Absoluto Ajuda,https://www.facebook.com/groups/BazardeBostonAjuda/,Private,13K,13000.0,"Este Grupo foi criado para brasileiros que queiram conhecer a cultura americana. O intuito. é o de explicar como é a vida em solo americano. mostrando como é o funcionamento da sociedade neste pais.",1 recent anonymous post,Cambridge,MA,Massachusetts,42.377045,-71.125611
"moc10.0",Moms of Camberville 10.0 (Sept 2023 - Aug 2024),https://www.facebook.com/groups/moc10.0/,Private,1.2K,1200.0,"For moms and female-identifying parenting folx of babies due/born September 2023 through August 2024 from Cambridge. Somerville. and the surrounding areas (limited to the towns directly adjacent to Cambridge and Somerville: Watertown. Arlington. Medford. and Belmont). All female-identifying. trans. and non-binary moms and parents welcome. If you aren’t included in this list and don’t have a female-identifying member of your family. reach out to an admin and we can make an exception. Parents who identify as cis. straight dads can join Dads of Camberville. All caregivers with children of all ages can join the broader Parents of Camberville. If you need help finding an appropriate Facebook group. we are more than happy to help direct you. Our purpose is to bring moms and female-identifying parenting folx together in-person and online for support. to commiserate and to have a little fun too! No topics are taboo here! We're an offshoot of the original Moms of Camberville group. with babies who were born within a year of each other. **Please note that you MUST answer the three questions asked by Facebook when you request to join. If you don’t answer the questions. you will be declined. If the admins have follow up questions. we will ask via Messenger. Please check there if you haven’t been approved.**",10 posts a day,Cambridge,MA,Massachusetts,42.377045,-71.125611
"yardsalecambridge",Cambridge/Somerville$ MA Yard Sale,https://www.facebook.com/groups/yardsalecambridge/,Private,14K,14000.0,"Welcome! And thank you for joining Cambridge/Somerville yard sale. Please take a moment to read our rules (located under the 'files' tab). before posting. These keep the group running smoothly. Have fun! :)",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"cambridgeportmemorywall",Cambridgeport Memory Wall,https://www.facebook.com/groups/cambridgeportmemorywall/,Private,1.9K,1900.0,"Recent events locally have inspired some of us to want to reconnect to old friends. old places. old things. memories if you will. The advent of Face Book makes this easier. Through the last 12-14 months or so some of us from C-PORT got talking about this wall. talked about how more times than not it is typically at wakes that we see long lost friends and how on those times we yearn to rehash the 'good old days' . to spend some time with our past. However. a wake is never the venue for that. merely a venue to quickly revisit the past. Through the years. like any city neighborhood. many good people leave us. some tragically. some because they were called home. some to find greener grass. We miss them all and hope to never forget them.. The greatest plans never reach fruition unless one takes charge. In this case is was Brenda Gilchrist’s actions that began this WALL and in the days since we have achieved over 1000 members. a very impressive response to posts. some very touching . funny. and sometimes heartening walks down memory lane. I thank her deeply for her compassionate heart and her longing to help a neighborhood stay connected as fewer and fewer remain. We have also created the ANGEL WALL. a wall that we post those that passed and we have a strong need to never forget. In many ways. as the population of Cambridge moves from the hardened blue collar families of our youth to a young gentrified population with a very different sense of community and history. we are losing the opportunity to bring to life what we remember best of the glory days of our time. of our neighborhood. of our little part of a great city...... We want to communicate to those that are immobile either physically or otherwise. that they too are remembered. We want to continue to extend the spirit of where we grew up. where we hung. where we laughed and cried. shared despair and elation. success and failures. We want to create a vehicle whereby each of you may bring forth the memories of C-Port past so that we accomplish 4 things: 1). We never forget those that passed 2). We NEVER forget where we come from no matter where we are 3). We create a sense of history by sharing our experiences 4). We have fun doing this. Please note that this is a work in progress. We will find out the best way to memorialize our families and friends who have passed on and will post that info when it is figured out. This may include names. dates pictures and streets I thank Brenda for asking me aboard and I thank each and every one of you - for without even one of you in my past. my past is different. some measurable. some maybe not so much. but still different. Thank you all who contribute to this wall and hope you find the joy and warm memories that we hope transpire. Gary Taylor and Brenda Gilchrist",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
"MoC7.0",Moms of Camberville 7.0 (Sept 2020 - Aug 2021),https://www.facebook.com/groups/MoC7.0/,Private,1.7K,1700.0,"For moms and LGBTQ+ parents (excluding cis men) of babies due/born September 2020 through August 2021 from Cambridge. Somerville. and the surrounding areas. August 2020 from Cambridge. Somerville. and the surrounding areas. All trans and non-binary moms and parents welcome. If you aren’t included in this list and don’t have a female-identifying member of your family. reach out to an admin and we can make an exception. Parents who identify as cis. straight dads can join Dads of Camberville. All caregivers with children of all ages can join the broader Parents of Camberville. If you need help finding an appropriate Facebook group. we are more than happy to help direct you. Our purpose is to bring moms and parenting folx together in-person and online for support. to commiserate and to have a little fun too! No topics are taboo here! We're an offshoot of the original Moms of Camberville group. with babies who were born within a year of each other. **Please note that you MUST answer the three questions asked by Facebook when you request to join. If you don’t answer the questions. you will be declined. If the admins have follow up questions. we will ask via Messenger. Please check there if you haven’t been approved.**",1 recent anonymous post,Cambridge,MA,Massachusetts,42.377045,-71.125611
"momsofcamberville20172018",Moms of Camberville 4.0 (Sept 2017 - Aug 2018),https://www.facebook.com/groups/momsofcamberville20172018/,Private,1.3K,1300.0,"For moms of babies born September 2017 to August 2018 from Cambridge. Somerville. and the surrounding areas. Our purpose is to bring moms together in-person and online for support. to commiserate and to have a little fun too! We're an offshoot of the original Moms of Camberville group. and are trying to keep the group open to moms of babies who were born within a year of each other. Moms & dads of babies of all ages can also join Parents of Camberville: https://www.facebook.com/groups/parentsofcamberville/ ***Please note that you may need to check your Facebook messages if you haven't been approved within a couple days of asking to join the group. Look for a message from Sarah. Amy. Sophia. Samantha or Courtney. We may just need a little more info from you!***",NA,Cambridge,MA,Massachusetts,42.377045,-71.125611
